;ID_PRODUCT;EVENT_DATE;EVENT_NAME
93;1016;12.02.2020 15:33;Выход из системы
94;1017;12.02.2020 15:56;Вход в систему
95;1017;12.02.2020 15:56;Выбор операции
96;1017;12.02.2020 15:58;Печать договора
97;1017;12.02.2020 16:02;Загрузка сотрудником скана документа в систему
98;1017;12.02.2020 16:04;Подтверждение сотрудником загрузки скана документа
99;1017;12.02.2020 16:04;Подтверждение сотрудником загрузки скана документа
100;1017;12.02.2020 16:05;Выход из системы
101;1018;12.02.2020 16:05;Вход в систему
102;1018;12.02.2020 16:05;Выход из системы
103;1019;12.02.2020 16:06;Вход в систему
104;1019;12.02.2020 16:06;Выбор операции
105;1019;12.02.2020 16:07;Печать договора
106;1019;12.02.2020 16:10;Загрузка сотрудником скана документа в систему
107;1019;12.02.2020 16:12;Подтверждение сотрудником загрузки скана документа
108;1019;12.02.2020 16:12;Подтверждение сотрудником загрузки скана документа
109;1019;12.02.2020 16:12;Выбор операции
110;1019;12.02.2020 16:14;Выход из системы
111;102;15.01.2020 10:40;Вход в систему
112;102;15.01.2020 10:40;Выбор операции
113;102;15.01.2020 10:41;Печать договора
114;102;15.01.2020 10:42;Печать договора
115;102;15.01.2020 10:44;Загрузка сотрудником скана документа в систему
116;102;15.01.2020 10:45;Подтверждение сотрудником загрузки скана документа
117;102;15.01.2020 10:45;Подтверждение сотрудником загрузки скана документа
118;102;15.01.2020 10:45;Выход из системы
119;1020;12.02.2020 16:09;Вход в систему
120;1020;12.02.2020 16:09;Выход из системы
121;1021;12.02.2020 16:10;Вход в систему
122;1021;12.02.2020 16:10;Выбор операции
123;1021;12.02.2020 16:11;Печать договора
124;1021;12.02.2020 16:17;Загрузка сотрудником скана документа в систему
125;1021;12.02.2020 16:20;Печать договора
126;1021;12.02.2020 16:20;Загрузка сотрудником скана документа в систему
127;1021;12.02.2020 16:29;Отмена операции
128;1021;12.02.2020 16:29;Выход из системы
129;1021;12.02.2020 16:29;Выход из системы
130;1022;12.02.2020 16:41;Вход в систему
131;1022;12.02.2020 16:41;Выбор операции
132;1022;12.02.2020 16:42;Печать договора
133;1022;12.02.2020 16:43;Печать договора
134;1022;12.02.2020 16:46;Загрузка сотрудником скана документа в систему
135;1022;12.02.2020 16:47;Подтверждение сотрудником загрузки скана документа
136;1022;12.02.2020 16:47;Подтверждение сотрудником загрузки скана документа
137;1022;12.02.2020 16:47;Выход из системы
138;1023;13.02.2020 9:28;Вход в систему
139;1023;13.02.2020 9:28;Выбор операции
140;1023;13.02.2020 9:28;Печать договора
141;1023;13.02.2020 9:30;Загрузка сотрудником скана документа в систему
142;1023;13.02.2020 9:31;Подтверждение сотрудником загрузки скана документа
143;1023;13.02.2020 9:31;Подтверждение сотрудником загрузки скана документа
144;1023;13.02.2020 9:31;Выход из системы
145;1024;13.02.2020 9:29;Вход в систему
146;1024;13.02.2020 9:29;Выход из системы
147;1025;13.02.2020 9:34;Вход в систему
148;1025;13.02.2020 9:34;Выбор операции
149;1025;13.02.2020 9:35;Отмена операции
150;1025;13.02.2020 9:35;Выход из системы
151;1027;13.02.2020 10:18;Вход в систему
152;1027;13.02.2020 10:18;Выбор операции
153;1027;13.02.2020 10:18;Печать договора
154;1027;13.02.2020 10:21;Загрузка сотрудником скана документа в систему
155;1027;13.02.2020 10:22;Подтверждение сотрудником загрузки скана документа
156;1027;13.02.2020 10:22;Подтверждение сотрудником загрузки скана документа
157;1027;13.02.2020 10:22;Выход из системы
158;1028;13.02.2020 10:29;Вход в систему
159;1028;13.02.2020 10:29;Выбор операции
160;1028;13.02.2020 10:30;Выход из системы
161;1029;13.02.2020 10:38;Вход в систему
162;1029;13.02.2020 10:38;Выбор операции
163;1029;13.02.2020 10:38;Выбор операции
164;1029;13.02.2020 10:38;Выбор операции
165;1029;13.02.2020 10:40;Выход из системы
166;103;15.01.2020 11:28;Вход в систему
167;103;15.01.2020 11:29;Выход из системы
168;1030;13.02.2020 10:58;Вход в систему
169;1030;13.02.2020 10:58;Выход из системы
170;1031;13.02.2020 10:58;Вход в систему
171;1031;13.02.2020 10:59;Выбор операции
172;1031;13.02.2020 10:59;Выход из системы
173;1033;13.02.2020 11:22;Вход в систему
174;1033;13.02.2020 11:22;Выбор операции
175;1033;13.02.2020 11:23;Выход из системы
176;1034;13.02.2020 11:25;Вход в систему
177;1034;13.02.2020 11:25;Выбор операции
178;1034;13.02.2020 11:28;Печать договора
179;1034;13.02.2020 11:31;Загрузка сотрудником скана документа в систему
180;1034;13.02.2020 11:32;Подтверждение сотрудником загрузки скана документа
181;1034;13.02.2020 11:32;Подтверждение сотрудником загрузки скана документа
182;1034;13.02.2020 11:33;Выход из системы
183;1035;13.02.2020 11:33;Вход в систему
184;1035;13.02.2020 11:34;Выход из системы
185;1036;13.02.2020 11:34;Вход в систему
186;1036;13.02.2020 11:34;Выход из системы
187;1038;13.02.2020 11:46;Вход в систему
188;1038;13.02.2020 11:47;Выход из системы
189;1039;13.02.2020 11:59;Вход в систему
190;1039;13.02.2020 12:00;Выбор операции
191;1039;13.02.2020 12:03;Печать договора
192;1039;13.02.2020 12:05;Отмена операции
193;1039;13.02.2020 12:05;Выбор операции
194;1039;13.02.2020 12:06;Печать договора
195;1039;13.02.2020 12:09;Загрузка сотрудником скана документа в систему
196;1039;13.02.2020 12:10;Загрузка сотрудником скана документа в систему
197;1039;13.02.2020 12:12;Подтверждение сотрудником загрузки скана документа
198;1039;13.02.2020 12:12;Подтверждение сотрудником загрузки скана документа
199;1039;13.02.2020 12:17;Выход из системы
200;104;15.01.2020 11:34;Вход в систему
201;104;15.01.2020 11:34;Выбор операции
202;104;15.01.2020 11:34;Выход из системы
203;104;15.01.2020 11:34;Выход из системы
204;1040;13.02.2020 12:06;Вход в систему
205;1040;13.02.2020 12:06;Выбор операции
206;1040;13.02.2020 12:07;Печать договора
207;1040;13.02.2020 12:10;Загрузка сотрудником скана документа в систему
208;1040;13.02.2020 12:11;Подтверждение сотрудником загрузки скана документа
209;1040;13.02.2020 12:11;Подтверждение сотрудником загрузки скана документа
210;1040;13.02.2020 12:12;Выход из системы
211;1041;13.02.2020 12:32;Вход в систему
212;1041;13.02.2020 12:32;Выбор операции
213;1041;13.02.2020 12:34;Печать договора
214;1041;13.02.2020 12:36;Загрузка сотрудником скана документа в систему
215;1041;13.02.2020 12:37;Подтверждение сотрудником загрузки скана документа
216;1041;13.02.2020 12:37;Подтверждение сотрудником загрузки скана документа
217;1041;13.02.2020 12:37;Выход из системы
218;1042;13.02.2020 12:35;Вход в систему
219;1042;13.02.2020 12:35;Выход из системы
220;1043;13.02.2020 12:49;Вход в систему
221;1043;13.02.2020 12:49;Выбор операции
222;1043;13.02.2020 12:51;Печать договора
223;1043;13.02.2020 13:01;Загрузка сотрудником скана документа в систему
224;1043;13.02.2020 13:01;Подтверждение сотрудником загрузки скана документа
225;1043;13.02.2020 13:01;Подтверждение сотрудником загрузки скана документа
226;1044;13.02.2020 12:52;Вход в систему
227;1044;13.02.2020 12:52;Выбор операции
228;1044;13.02.2020 12:53;Печать договора
229;1044;13.02.2020 13:01;Загрузка сотрудником скана документа в систему
230;1044;13.02.2020 13:02;Подтверждение сотрудником загрузки скана документа
231;1044;13.02.2020 13:02;Подтверждение сотрудником загрузки скана документа
232;1044;13.02.2020 13:02;Выход из системы
233;1045;13.02.2020 12:54;Вход в систему
234;1045;13.02.2020 12:54;Выбор операции
235;1045;13.02.2020 12:58;Печать договора
236;1045;13.02.2020 13:00;Загрузка сотрудником скана документа в систему
237;1045;13.02.2020 13:00;Подтверждение сотрудником загрузки скана документа
238;1045;13.02.2020 13:00;Подтверждение сотрудником загрузки скана документа
239;1045;13.02.2020 13:01;Выход из системы
240;1045;13.02.2020 13:24;Вход в систему
241;1045;13.02.2020 13:24;Выбор операции
242;1045;13.02.2020 13:25;Выход из системы
243;1046;13.02.2020 13:25;Вход в систему
244;1046;13.02.2020 13:25;Выход из системы
245;1047;13.02.2020 13:30;Вход в систему
246;1047;13.02.2020 13:30;Выбор операции
247;1047;13.02.2020 13:41;Выбор операции
248;1047;13.02.2020 13:45;Отмена операции
249;1047;13.02.2020 13:45;Выход из системы
250;1048;13.02.2020 13:31;Вход в систему
251;1048;13.02.2020 13:31;Выбор операции
252;1048;13.02.2020 13:31;Выбор операции
253;1048;13.02.2020 13:31;Выбор операции
254;1048;13.02.2020 13:33;Выход из системы
255;1049;13.02.2020 13:34;Вход в систему
256;1049;13.02.2020 13:34;Выбор операции
257;1049;13.02.2020 13:34;Выход из системы
258;105;15.01.2020 12:27;Вход в систему
259;105;15.01.2020 12:27;Выбор операции
260;105;15.01.2020 12:31;Отмена операции
261;105;15.01.2020 12:31;Выход из системы
262;1050;13.02.2020 14:14;Вход в систему
263;1050;13.02.2020 14:14;Выход из системы
264;1051;13.02.2020 14:17;Вход в систему
265;1051;13.02.2020 14:17;Выбор операции
266;1051;13.02.2020 14:18;Выход из системы
267;1052;13.02.2020 14:29;Вход в систему
268;1052;13.02.2020 14:29;Выбор операции
269;1052;13.02.2020 14:30;Печать договора
270;1052;13.02.2020 14:32;Загрузка сотрудником скана документа в систему
271;1052;13.02.2020 14:33;Подтверждение сотрудником загрузки скана документа
272;1052;13.02.2020 14:33;Подтверждение сотрудником загрузки скана документа
273;1052;13.02.2020 14:33;Выход из системы
274;1053;13.02.2020 14:29;Вход в систему
275;1053;13.02.2020 14:29;Выбор операции
276;1053;13.02.2020 14:31;Выход из системы
277;1054;13.02.2020 14:49;Вход в систему
278;1054;13.02.2020 14:49;Выбор операции
279;1054;13.02.2020 14:50;Выход из системы
280;1055;13.02.2020 15:21;Вход в систему
281;1055;13.02.2020 15:21;Выбор операции
282;1055;13.02.2020 15:22;Печать договора
283;1055;13.02.2020 15:25;Загрузка сотрудником скана документа в систему
284;1055;13.02.2020 15:27;Подтверждение сотрудником загрузки скана документа
285;1055;13.02.2020 15:27;Подтверждение сотрудником загрузки скана документа
286;1055;13.02.2020 15:29;Выход из системы
287;1057;13.02.2020 16:00;Вход в систему
288;1057;13.02.2020 16:00;Выбор операции
289;1057;13.02.2020 16:02;Печать договора
290;1057;13.02.2020 16:04;Загрузка сотрудником скана документа в систему
291;1057;13.02.2020 16:04;Подтверждение сотрудником загрузки скана документа
292;1057;13.02.2020 16:04;Подтверждение сотрудником загрузки скана документа
293;1057;13.02.2020 16:04;Выход из системы
294;1058;13.02.2020 16:13;Вход в систему
295;1058;13.02.2020 16:13;Выбор операции
296;1058;13.02.2020 16:14;Печать договора
297;1058;13.02.2020 16:18;Загрузка сотрудником скана документа в систему
298;1058;13.02.2020 16:19;Подтверждение сотрудником загрузки скана документа
299;1058;13.02.2020 16:19;Подтверждение сотрудником загрузки скана документа
300;1058;13.02.2020 16:19;Выход из системы
301;1059;13.02.2020 16:21;Вход в систему
302;1059;13.02.2020 16:21;Выход из системы
303;106;15.01.2020 12:39;Вход в систему
304;106;15.01.2020 12:40;Выбор операции
305;106;15.01.2020 12:48;Выход из системы
306;1060;13.02.2020 16:26;Вход в систему
307;1060;13.02.2020 16:26;Выбор операции
308;1060;13.02.2020 16:27;Выход из системы
309;1061;13.02.2020 16:49;Вход в систему
310;1061;13.02.2020 16:49;Выбор операции
311;1061;13.02.2020 16:49;Печать договора
312;1061;13.02.2020 16:53;Загрузка сотрудником скана документа в систему
313;1061;13.02.2020 16:53;Подтверждение сотрудником загрузки скана документа
314;1061;13.02.2020 16:53;Подтверждение сотрудником загрузки скана документа
315;1061;13.02.2020 16:54;Выход из системы
316;1062;13.02.2020 16:56;Вход в систему
317;1062;13.02.2020 16:56;Выбор операции
318;1062;13.02.2020 16:56;Выход из системы
319;1063;13.02.2020 16:59;Вход в систему
320;1063;13.02.2020 16:59;Выбор операции
321;1063;13.02.2020 17:00;Выход из системы
322;1065;13.02.2020 17:01;Вход в систему
323;1065;13.02.2020 17:02;Выбор операции
324;1065;13.02.2020 17:02;Выход из системы
325;1066;13.02.2020 17:05;Вход в систему
326;1066;13.02.2020 17:05;Выбор операции
327;1066;13.02.2020 17:08;Отмена операции
328;1066;13.02.2020 17:08;Выход из системы
329;1067;14.02.2020 9:29;Вход в систему
330;1067;14.02.2020 9:29;Выбор операции
331;1067;14.02.2020 9:32;Печать договора
332;1067;14.02.2020 9:33;Печать договора
333;1067;14.02.2020 9:34;Загрузка сотрудником скана документа в систему
334;1067;14.02.2020 9:35;Подтверждение сотрудником загрузки скана документа
335;1067;14.02.2020 9:35;Подтверждение сотрудником загрузки скана документа
336;1067;14.02.2020 9:35;Выход из системы
337;1068;14.02.2020 9:54;Вход в систему
338;1068;14.02.2020 9:54;Выбор операции
339;1068;14.02.2020 9:55;Выбор операции
340;1068;14.02.2020 9:55;Выход из системы
341;107;15.01.2020 12:46;Вход в систему
342;107;15.01.2020 12:46;Выбор операции
343;107;15.01.2020 12:47;Выход из системы
344;1070;14.02.2020 10:55;Вход в систему
345;1070;14.02.2020 10:55;Выход из системы
346;1070;14.02.2020 10:55;Выход из системы
347;1071;14.02.2020 11:19;Вход в систему
348;1071;14.02.2020 11:19;Выбор операции
349;1071;14.02.2020 11:19;Выход из системы
350;1072;14.02.2020 11:20;Вход в систему
351;1072;14.02.2020 11:20;Выбор операции
352;1072;14.02.2020 11:22;Печать договора
353;1072;14.02.2020 11:25;Загрузка сотрудником скана документа в систему
354;1072;14.02.2020 11:26;Подтверждение сотрудником загрузки скана документа
355;1072;14.02.2020 11:26;Подтверждение сотрудником загрузки скана документа
356;1072;14.02.2020 11:27;Выход из системы
357;1073;14.02.2020 11:40;Вход в систему
358;1073;14.02.2020 11:40;Выход из системы
359;1074;14.02.2020 11:52;Вход в систему
360;1074;14.02.2020 11:52;Выход из системы
361;1075;14.02.2020 11:57;Вход в систему
362;1075;14.02.2020 11:57;Выбор операции
363;1075;14.02.2020 12:00;Печать договора
364;1075;14.02.2020 12:06;Загрузка сотрудником скана документа в систему
365;1075;14.02.2020 12:07;Подтверждение сотрудником загрузки скана документа
366;1075;14.02.2020 12:07;Подтверждение сотрудником загрузки скана документа
367;1075;14.02.2020 12:07;Выход из системы
368;1076;14.02.2020 12:02;Вход в систему
369;1076;14.02.2020 12:02;Выбор операции
370;1076;14.02.2020 12:03;Печать договора
371;1076;14.02.2020 12:05;Загрузка сотрудником скана документа в систему
372;1076;14.02.2020 12:06;Подтверждение сотрудником загрузки скана документа
373;1076;14.02.2020 12:06;Подтверждение сотрудником загрузки скана документа
374;1076;14.02.2020 12:06;Выход из системы
375;1077;14.02.2020 12:09;Вход в систему
376;1077;14.02.2020 12:09;Выбор операции
377;1077;14.02.2020 12:10;Печать договора
378;1077;14.02.2020 12:10;Печать договора
379;1077;14.02.2020 12:12;Загрузка сотрудником скана документа в систему
380;1077;14.02.2020 12:14;Подтверждение сотрудником загрузки скана документа
381;1077;14.02.2020 12:14;Подтверждение сотрудником загрузки скана документа
382;1077;14.02.2020 12:14;Выход из системы
383;1078;14.02.2020 12:22;Вход в систему
384;1078;14.02.2020 12:23;Выбор операции
385;1078;14.02.2020 12:24;Печать договора
386;1078;14.02.2020 12:28;Загрузка сотрудником скана документа в систему
387;1078;14.02.2020 12:30;Печать договора
388;1079;14.02.2020 12:40;Вход в систему
389;1079;14.02.2020 12:40;Выбор операции
390;1079;14.02.2020 12:45;Выход из системы
391;1080;14.02.2020 12:42;Вход в систему
392;1080;14.02.2020 12:42;Выбор операции
393;1080;14.02.2020 12:42;Выбор операции
394;1080;14.02.2020 12:42;Выход из системы
395;1081;14.02.2020 12:49;Вход в систему
396;1081;14.02.2020 12:49;Выбор операции
397;1081;14.02.2020 12:49;Печать договора
398;1081;14.02.2020 12:54;Загрузка сотрудником скана документа в систему
399;1081;14.02.2020 12:55;Подтверждение сотрудником загрузки скана документа
400;1081;14.02.2020 12:55;Подтверждение сотрудником загрузки скана документа
401;1081;14.02.2020 12:57;Выход из системы
402;1082;14.02.2020 13:12;Вход в систему
403;1082;14.02.2020 13:12;Выбор операции
404;1082;14.02.2020 13:12;Выход из системы
405;1082;14.02.2020 13:12;Выход из системы
406;1082;14.02.2020 13:12;Выход из системы
407;1083;14.02.2020 13:13;Вход в систему
408;1083;14.02.2020 13:13;Выход из системы
409;1084;14.02.2020 13:25;Вход в систему
410;1084;14.02.2020 13:25;Выбор операции
411;1084;14.02.2020 13:26;Печать договора
412;1084;14.02.2020 13:28;Загрузка сотрудником скана документа в систему
413;1084;14.02.2020 13:29;Подтверждение сотрудником загрузки скана документа
414;1084;14.02.2020 13:29;Подтверждение сотрудником загрузки скана документа
415;1084;14.02.2020 13:29;Выход из системы
416;1085;14.02.2020 13:29;Вход в систему
417;1085;14.02.2020 13:29;Выход из системы
418;1086;14.02.2020 13:30;Вход в систему
419;1086;14.02.2020 13:31;Выбор операции
420;1086;14.02.2020 13:31;Выход из системы
421;1087;14.02.2020 13:38;Вход в систему
422;1087;14.02.2020 13:38;Выбор операции
423;1087;14.02.2020 13:39;Выход из системы
424;1088;14.02.2020 13:40;Вход в систему
425;1088;14.02.2020 13:45;Выход из системы
426;1089;14.02.2020 13:57;Вход в систему
427;1089;14.02.2020 13:57;Выход из системы
428;109;15.01.2020 12:56;Вход в систему
429;109;15.01.2020 12:56;Выбор операции
430;109;15.01.2020 12:57;Печать договора
431;109;15.01.2020 12:58;Печать договора
432;109;15.01.2020 12:58;Отмена операции
433;109;15.01.2020 12:58;Выход из системы
434;1090;14.02.2020 14:02;Вход в систему
435;1090;14.02.2020 14:02;Выбор операции
436;1090;14.02.2020 14:03;Выход из системы
437;1090;14.02.2020 14:03;Выход из системы
438;1091;14.02.2020 14:09;Вход в систему
439;1091;14.02.2020 14:09;Выбор операции
440;1091;14.02.2020 14:11;Печать договора
441;1091;14.02.2020 14:14;Загрузка сотрудником скана документа в систему
442;1091;14.02.2020 14:15;Подтверждение сотрудником загрузки скана документа
443;1091;14.02.2020 14:15;Подтверждение сотрудником загрузки скана документа
444;1091;14.02.2020 14:16;Выход из системы
445;1092;14.02.2020 14:16;Вход в систему
446;1092;14.02.2020 14:16;Выход из системы
447;1093;14.02.2020 14:17;Вход в систему
448;1093;14.02.2020 14:18;Выбор операции
449;1093;14.02.2020 14:18;Печать договора
450;1093;14.02.2020 14:23;Отмена операции
451;1093;14.02.2020 14:23;Выход из системы
452;1093;14.02.2020 14:23;Выход из системы
453;1094;14.02.2020 14:30;Вход в систему
454;1094;14.02.2020 14:30;Выбор операции
455;1095;14.02.2020 14:33;Вход в систему
456;1095;14.02.2020 14:33;Выбор операции
457;1095;14.02.2020 14:33;Печать договора
458;1095;14.02.2020 14:36;Загрузка сотрудником скана документа в систему
459;1095;14.02.2020 14:37;Подтверждение сотрудником загрузки скана документа
460;1095;14.02.2020 14:37;Подтверждение сотрудником загрузки скана документа
461;1095;14.02.2020 14:38;Выход из системы
462;1096;14.02.2020 14:35;Вход в систему
463;1096;14.02.2020 14:36;Выбор операции
464;1096;14.02.2020 14:36;Выход из системы
465;1096;14.02.2020 14:36;Выход из системы
466;1096;14.02.2020 14:36;Выход из системы
467;1096;14.02.2020 14:36;Выход из системы
468;1096;14.02.2020 14:36;Выход из системы
469;1098;14.02.2020 15:32;Вход в систему
470;1098;14.02.2020 15:33;Выбор операции
471;1098;14.02.2020 15:34;Печать договора
472;1098;14.02.2020 15:38;Загрузка сотрудником скана документа в систему
473;1098;14.02.2020 15:41;Подтверждение сотрудником загрузки скана документа
474;1098;14.02.2020 15:41;Подтверждение сотрудником загрузки скана документа
475;1098;14.02.2020 15:41;Выбор операции
476;1098;14.02.2020 15:41;Выход из системы
477;1099;14.02.2020 15:46;Вход в систему
478;1099;14.02.2020 15:46;Выбор операции
479;1099;14.02.2020 15:47;Печать договора
480;1099;14.02.2020 15:49;Загрузка сотрудником скана документа в систему
481;1099;14.02.2020 15:51;Подтверждение сотрудником загрузки скана документа
482;1099;14.02.2020 15:51;Подтверждение сотрудником загрузки скана документа
483;1099;14.02.2020 15:51;Выход из системы
484;1099;14.02.2020 15:53;Загрузка сотрудником скана документа в систему
485;1099;14.02.2020 15:55;Подтверждение сотрудником загрузки скана документа
486;1099;14.02.2020 15:55;Подтверждение сотрудником загрузки скана документа
487;1099;14.02.2020 15:55;Выбор операции
488;1099;14.02.2020 15:56;Печать договора
489;1099;14.02.2020 15:57;Загрузка сотрудником скана документа в систему
490;1099;14.02.2020 15:58;Подтверждение сотрудником загрузки скана документа
491;1099;14.02.2020 15:58;Подтверждение сотрудником загрузки скана документа
492;1099;14.02.2020 15:58;Выход из системы
493;11;09.01.2020 11:11;Вход в систему
494;11;09.01.2020 11:11;Выбор операции
495;11;09.01.2020 11:12;Печать договора
496;11;09.01.2020 11:14;Загрузка сотрудником скана документа в систему
497;11;09.01.2020 11:15;Подтверждение сотрудником загрузки скана документа
498;11;09.01.2020 11:15;Подтверждение сотрудником загрузки скана документа
499;11;09.01.2020 11:15;Выход из системы
500;110;15.01.2020 12:56;Вход в систему
501;110;15.01.2020 12:57;Выбор операции
502;110;15.01.2020 12:57;Печать договора
503;110;15.01.2020 13:01;Загрузка сотрудником скана документа в систему
504;110;15.01.2020 13:03;Отмена операции
505;110;15.01.2020 13:03;Выход из системы
506;1100;14.02.2020 15:47;Вход в систему
507;1100;14.02.2020 15:47;Выбор операции
508;1100;14.02.2020 15:48;Печать договора
509;1100;14.02.2020 15:50;Загрузка сотрудником скана документа в систему
510;1100;14.02.2020 15:51;Подтверждение сотрудником загрузки скана документа
511;1100;14.02.2020 15:51;Подтверждение сотрудником загрузки скана документа
512;1100;14.02.2020 15:52;Выход из системы
513;1100;14.02.2020 16:21;Вход в систему
514;1100;14.02.2020 16:21;Выбор операции
515;1100;14.02.2020 16:22;Печать договора
516;1100;14.02.2020 16:25;Загрузка сотрудником скана документа в систему
517;1100;14.02.2020 16:26;Подтверждение сотрудником загрузки скана документа
518;1100;14.02.2020 16:26;Подтверждение сотрудником загрузки скана документа
519;1100;14.02.2020 16:26;Выход из системы
520;1101;14.02.2020 15:51;Вход в систему
521;1101;14.02.2020 15:51;Выбор операции
522;1101;14.02.2020 15:52;Печать договора
523;1101;14.02.2020 16:27;Вход в систему
524;1101;14.02.2020 16:27;Выбор операции
525;1101;14.02.2020 16:27;Выход из системы
526;1103;14.02.2020 16:50;Вход в систему
527;1103;14.02.2020 16:50;Выбор операции
528;1103;14.02.2020 16:52;Выход из системы
529;1104;15.02.2020 9:50;Вход в систему
530;1104;15.02.2020 9:50;Выбор операции
531;1104;15.02.2020 9:52;Печать договора
532;1104;15.02.2020 9:52;Печать договора
533;1104;15.02.2020 9:57;Загрузка сотрудником скана документа в систему
534;1104;15.02.2020 9:58;Подтверждение сотрудником загрузки скана документа
535;1104;15.02.2020 9:58;Подтверждение сотрудником загрузки скана документа
536;1104;15.02.2020 9:58;Выход из системы
537;1106;15.02.2020 15:05;Вход в систему
538;1106;15.02.2020 15:06;Выбор операции
